case_id,partition,category_id,extra_requirement,expected_json,actual_json,status_match,parser_mode_match,effective_mode_match,constraints_match,preference_groups_match,passthrough_match,row_pass
part-a-v2-2-179,CHALLENGE,health-functional-food:red_ginseng,알약이 작아 삼키기 편하면 좋겠어요.,"{""status"":""PASSTHROUGH"",""parser_mode"":""NONE"",""effective_requirement_mode"":""SEMANTIC_TEXT"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""알약이 작아 삼키기 편하면 좋겠어요.""}","{""status"":""PARSED"",""parser_mode"":""PREFER"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":2,""value"":""캡슐"",""constraint_type"":""PREFER""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,False,False
part-a-v2-2-180,CHALLENGE,health-functional-food:skin_collagen,"겔은 반드시 포함하고, 겔은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""겔"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-181,CHALLENGE,health-functional-food:theanine_sleep,"감태추출물은 반드시 포함하고, 감태추출물은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""감태추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-182,CHALLENGE,health-functional-food:vitamin_mineral,"액상은 반드시 포함하고, 액상은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":4,""value"":""액상"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-183,CHALLENGE,health-functional-food:blood_sugar_metabolic,"녹차추출물, 바나바잎 추출물 조합은 반드시 포함하고, 같은 조합은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":2,""value"":""녹차추출물, 바나바잎 추출물"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-184,CHALLENGE,health-functional-food:dietary_fiber,"과립은 반드시 포함하고, 과립은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""product_form"",""value_code"":6,""value"":""과립"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-185,CHALLENGE,health-functional-food:eye_health,"마리골드꽃추출물, 베타카로틴 조합은 반드시 포함하고, 같은 조합은 제외해주세요.","{""status"":""CONFLICT"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""PARSED"",""parser_mode"":""EXCLUDE"",""effective_requirement_mode"":""STRUCTURED"",""constraints"":[{""facet_name"":""functional_ingredients"",""value_code"":8,""value"":""마리골드꽃추출물, 베타카로틴"",""constraint_type"":""EXCLUDE""}],""preference_groups"":[],""passthrough_text"":""""}",False,False,False,False,True,True,False
part-a-v2-2-186,CHALLENGE,health-functional-food:heart_blood,조건을 여러 가지로 생각 중인데 어떤 기준이 맞을지 아직 모르겠어요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-187,CHALLENGE,health-functional-food:joint_health,아직 원하는 조건을 정하지 못해서 비교 기준을 고민하고 있어요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-188,CHALLENGE,health-functional-food:liver_health,여러 조건 중 무엇을 우선할지 결정하지 못했어요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-189,CHALLENGE,health-functional-food:male_health,구매 조건을 더 생각해 본 뒤에 정하고 싶어요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-190,CHALLENGE,health-functional-food:omega_fatty_acid,지금은 특정 조건을 하나로 정하기 어려워요.,"{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""REVIEW"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-191,CHALLENGE,health-functional-food:other_functional,반드시 캡슐 제품이면 좋겠어요.,"{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-192,CHALLENGE,health-functional-food:probiotics,분말은 제외해주세요.,"{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-193,CHALLENGE,health-functional-food:propolis,가능하면 정 형태가 좋겠어요.,"{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-194,CHALLENGE,health-functional-food:protein,하루 한 번 먹는 제품이면 좋겠어요.,"{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-195,CHALLENGE,health-functional-food:red_ginseng,캡슐 또는 분말 조건을 참고해 주세요.,"{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NOT_APPLICABLE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-196,CHALLENGE,health-functional-food:skin_collagen,,"{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-197,CHALLENGE,health-functional-food:theanine_sleep,,"{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-198,CHALLENGE,health-functional-food:vitamin_mineral,,"{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-199,CHALLENGE,health-functional-food:blood_sugar_metabolic,,"{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
part-a-v2-2-200,CHALLENGE,health-functional-food:dietary_fiber,,"{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}","{""status"":""NONE"",""parser_mode"":""NONE"",""effective_requirement_mode"":""NONE"",""constraints"":[],""preference_groups"":[],""passthrough_text"":""""}",True,True,True,True,True,True,True
